KMeans_Cluster,Log_TotalDeaths,Log_TotalAffected,Log_TotalDamage,Log_AdjDamage,Log_DamagePerDeath,Log_Duration,Month_Sin,Month_Cos,FloodSubtype_Code,Region_Code,Start Year
0,1.72357270971821,8.007285192802899,0.043409821982388457,0.043870276797084905,0.32313339830589116,1.5656945568896041,-0.06785347184570746,-0.1032173919836475,2.256190161769561,1.306701881809178,2012.8976559920766
1,2.6717270625653673,9.573054195911471,11.153421891863957,11.487875052219804,8.484568695598718,2.01661142376597,-0.06693056887032779,-0.1802887169050157,2.3183361629881154,1.8548387096774193,2011.7028862478778
